stack,request count,package,package count,host,host count,url,url count,post file name
com.sohu.app,48,"{'com.sohu.sohuvideo', 'com.sohu.tv'}",2,{'analytics.aty.sohu.com'},1,http://analytics.aty.sohu.com/action,1,"{'com.sohu.sohuvideo.apk1621247777.7568114.pcap__192.168.137.200_49844__211.159.191.77_80__1621247756359.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46158__211.159.191.77_80__1621324058712.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323992496.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323998999.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_45988__211.159.191.77_80__1621323914734.txt', 'com.sohu.sohuvideo.apk1621247777.7568114.pcap__192.168.137.200_49770__211.159.191.77_80__1621247746362.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_45988__211.159.191.77_80__1621323975763.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46158__211.159.191.77_80__1621324000595.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323990686.txt', 'com.sohu.sohuvideo.apk1621247777.7568114.pcap__192.168.137.200_49844__211.159.191.77_80__1621247854265.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323977002.txt', 'com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_45850__211.159.191.77_80__1621323904943.txt'}",{'oaid'}
com.facebook.imagepipeline,3,{'com.insthub.voguemini'},1,{'ca.adstyle.com.cn'},1,https://ca.adstyle.com.cn/Apps/_Event_Upload?debug=null&uuid=8e48c1858a8daac0&token=18dadd2703a7e0a693b6744962d9018b,1,{'com.insthub.voguemini_530.apk1620828412.1662474.pcap__192.168.137.23_42332__123.59.189.102_443__7ab6d1e4-f48d-4384-9886-c6a59ab1d4c71620828613.txt'},set()


id,packageName,host,URL,requestHeaders,requestBody,responseHeaders,responseBody,stack
103184,truth.qchannel03.cn,https://truth.qchannel03.cn/truth?appkey=cn.com.sina.finance-4.31.0.1&uid=6D5119D50F1DD8311D072513E9F3F56F&sdk=20210112&type=3&ft=2&r=0,"{""User-Agent"": ""6D5119D50F1DD8311D072513E9F3F56F\tPixel 3\tcn.com.sina.finance-4.31.0.1\t20210112\t0\t-1\t46a824edff6c745b""  ""Connection"": ""Keep-Alive""  ""Charset"": ""UTF-8""  ""Content-Type"": ""multipart/form-data;boundary=d46c511a-e4d9-448a-8445-ffbe95e60e2d""  ""Host"": ""truth.qchannel03.cn""  ""Accept-Encoding"": ""gzip""  ""Content-Length"": ""448""}",cn.com.sina.finance.apk1621060457.711906.pcap__192.168.137.200_49490__175.25.17.121_443__qt.csv.1621060430516.txt,"{""Server"": ""openresty""  ""Date"": ""Sat  15 May 2021 06:34:24 GMT""  ""Content-Type"": ""text/html; charset=utf8""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""}",ok\n,
128011,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=36b57a2c-3d24-4bce-8693-ad629065fff1""  ""Content-Length"": ""13078""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.sohuvideo.apk1621247777.7568114.pcap__192.168.137.200_49770__211.159.191.77_80__1621247746362.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Mon  17 May 2021 10:36:31 GMT""  ""FSS-Proxy"": (""Powered by 7869799.13833585.9115586""  ""Powered by 4789305.7738435.5969510"")}",success\n,com.sohu.app
128017,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=7ff975ee-2d34-4565-b4b2-740e6e0613d9""  ""Content-Length"": ""3624""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.sohuvideo.apk1621247777.7568114.pcap__192.168.137.200_49844__211.159.191.77_80__1621247756359.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Mon  17 May 2021 10:38:08 GMT""  ""FSS-Proxy"": (""Powered by 2789026.4165292.3543479""  ""Powered by 4789305.7738435.5969510"")}",success\n,com.sohu.app
128018,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=4838e2b9-37b9-4067-a2a0-49b98abd83a2""  ""Content-Length"": ""764""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.sohuvideo.apk1621247777.7568114.pcap__192.168.137.200_49844__211.159.191.77_80__1621247854265.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Mon  17 May 2021 10:38:08 GMT""  ""FSS-Proxy"": (""Powered by 6446501.11361711.7319024""  ""Powered by 4789305.7738435.5969510"")}",success\n,com.sohu.app
138891,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=d84a9836-f0bf-458c-afd0-bd8173cf4b0d""  ""Content-Length"": ""4707""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_45850__211.159.191.77_80__1621323904943.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Tue  18 May 2021 07:45:49 GMT""  ""FSS-Proxy"": (""Powered by 3521745.5291227.4614380""  ""Powered by 4658231.7476289.5838434"")}",success\n,com.sohu.app
138917,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=2a67760c-80ed-4681-ba94-9e19a67e9c71""  ""Content-Length"": ""15031""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_45988__211.159.191.77_80__1621323914734.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Tue  18 May 2021 07:46:53 GMT""  ""FSS-Proxy"": (""Powered by 2854563.4296365.3609017""  ""Powered by 4658231.7476289.5838434"")}",success\n,com.sohu.app
138918,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=26f3235b-9699-440a-ba10-52d8f2f3d853""  ""Content-Length"": ""1776""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_45988__211.159.191.77_80__1621323975763.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Tue  18 May 2021 07:46:55 GMT""  ""FSS-Proxy"": (""Powered by 7607651.13309293.8853434""  ""Powered by 4658231.7476289.5838434"")}",success\n,com.sohu.app
138929,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=916a465f-9be6-4033-896f-c3dcdac2dba7""  ""Content-Length"": ""5264""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323977002.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Tue  18 May 2021 07:47:05 GMT""  ""FSS-Proxy"": (""Powered by 2723489.4034219.3477941""  ""Powered by 4658231.7476289.5838434"")}",success\n,com.sohu.app
138930,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=02c6d969-0f31-4e49-8ae8-49ba1b347c90""  ""Content-Length"": ""1776""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323990686.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Tue  18 May 2021 07:47:08 GMT""  ""FSS-Proxy"": (""Powered by 7869799.13833585.9115586""  ""Powered by 4658231.7476289.5838434"")}",success\n,com.sohu.app
138931,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=c7c1585c-a8f9-4b88-b6eb-66d3377b7084""  ""Content-Length"": ""7066""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323992496.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Tue  18 May 2021 07:47:13 GMT""  ""FSS-Proxy"": (""Powered by 5837897.9835603.7018118""  ""Powered by 4658231.7476289.5838434"")}",success\n,com.sohu.app
138932,analytics.aty.sohu.com,http://analytics.aty.sohu.com/action,"{""Content-Type"": ""multipart/form-data; boundary=6a4832ba-7d92-4ddd-8e0f-730678fecc06""  ""Content-Length"": ""1776""  ""Host"": ""analytics.aty.sohu.com""  ""Connection"": ""Keep-Alive""  ""Accept-Encoding"": ""gzip""  ""User-Agent"": ""okhttp/3.12.2""}",com.sohu.tv.apk1621323936.3212383.pcap__192.168.137.200_46018__211.159.191.77_80__1621323998999.txt,"{""Content-Type"": ""text/plain""  ""Transfer-Encoding"": ""chunked""  ""Connection"": ""keep-alive""  ""Server"": ""openresty/1.15.8.1""  ""Date"": ""Tue  18 May 2021 07:47:16 GMT""  ""FSS-Proxy"": (""Powered by 7345503.12785001.8591282""  ""Powered by 4658231.7476289.5838434"")}",success\n,com.sohu.app
